,Species,Variety,Country_of_Origin,Mill,ICO_number,Company,Region,Producer,Number_of_Bags,Bag_Weight,Harvest_Year,Grading_Date,Owner_1,Processing_Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Cupper_Points,Total_Cup_Points,Moisture,Quakers,Color,Category_One_Defects,Category_Two_Defects,Expiration,Certification_Body,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters,Altitude
347,Arabica,Caturra,Colombia,,3-37-1824,c.i.racafe & cia s.c.a,huila,LA PLATA,275,70 kg,2012,"August 31st, 2012",Racafe & Cia S.C.A,Washed / Wet,7.67,7.67,7.58,7.67,7.75,7.58,10.0,10.0,10.0,7.67,83.58,0.11,0.0,Green,0,3,"August 31st, 2013",Almacafé,m,1600.0,1950.0,1775.0,de 1.600 a 1.950 msnm
348,Arabica,Typica,Mexico,agroindustrias unidas de mexico,2222,ecomtrading,xalapa,JULIAN ALBERTO URRUTIA MOYA,250,1 kg,2012,"June 6th, 2012",ALFREDO BOJALIL,Washed / Wet,7.83,7.67,7.58,7.58,7.67,7.58,10.0,10.0,10.0,7.67,83.58,0.12,0.0,,0,2,"June 6th, 2013",AMECAFE,m,1000.0,1000.0,1000.0,1000
349,Arabica,Caturra,Colombia,,3-59-0951,carcafe ltda,cundinamarca,ORLANDO ORTIZ/WILSON SANCHEZ/GILBERTO ACOSTA,250,70 kg,2012,"April 2nd, 2012",CARCAFE LTDA CI,Natural / Dry,7.67,7.58,7.58,7.58,7.67,7.75,10.0,10.0,10.0,7.75,83.58,0.11,0.0,Green,0,4,"April 2nd, 2013",Almacafé,m,2136.0,2136.0,2136.0,2136 msnm
350,Arabica,Catuai,Brazil,,002/1251/0181,nucoffee,south of minas,Alvaro Resende Aguiar,33,60 kg,2012,"January 23rd, 2012",NUCOFFEE,Semi-washed / Semi-pulped,7.83,7.75,7.5,7.75,7.5,7.58,10.0,10.0,10.0,7.67,83.58,0.12,0.0,Blue-Green,0,2,"January 22nd, 2013",NUCOFFEE,m,1100.0,1100.0,1100.0,1100m
351,Arabica,Caturra,Colombia,bogota,3-59-1695,carcafe ltda,cundinamarca,Orlando Moreno / Willson Sanchez,50,70 kg,2016,"February 20th, 2017",CARCAFE LTDA CI,Washed / Wet,7.75,7.58,7.58,7.75,7.75,7.5,10.0,10.0,10.0,7.58,83.5,0.0,0.0,Bluish-Green,0,5,"February 20th, 2018",Almacafé,m,1799.0,1799.0,1799.0,1799
352,Arabica,Other_2,Taiwan,黑咖啡道咖啡,,宸嶧國際,,黑咖啡道王憲備0912326001        ,1,10 kg,2016 / 2017,"February 13th, 2017",CQI Taiwan ICP CQI台灣合作夥伴,,7.58,7.58,7.17,7.17,7.0,7.0,10.0,10.0,10.0,10.0,83.5,0.11,0.0,Blue-Green,0,0,"February 13th, 2018",Blossom Valley International,m,1095.0,1200.0,1100.0,
353,Arabica,Caturra,Costa Rica,beneficio montañas del diamante,5-025-0250,"ceca,s.a.",tarrazu,Martin Gutierrez,245,69 kg,2015,"June 6th, 2016","CECA, S.A.",Washed / Wet,7.92,7.42,7.5,7.67,7.5,7.67,10.0,10.0,10.0,7.83,83.5,0.0,0.0,Blue-Green,0,0,"June 6th, 2017",Specialty Coffee Association of Costa Rica,m,1850.0,1850.0,1850.0,1850
354,Arabica,Caturra,Colombia,neiva,3-59-1919,carcafe ltda,pitalito,Mecias Urbano / Yaniver Alvarez,250,70 kg,2016,"April 7th, 2016",CARCAFE LTDA CI,Natural / Dry,7.75,7.58,7.58,7.5,7.75,7.75,10.0,10.0,10.0,7.58,83.5,0.0,0.0,Green,0,0,"April 7th, 2017",Almacafé,m,1000.0,1000.0,1000.0,1000
355,Arabica,Bourbon,Guatemala,beneficio ixchel,11/23/0145,"unex guatemala, s.a.",oriente,MARGARITA AVILA DE NUYENS,250,69 kg,2016,"March 16th, 2016",Juan Luis Alvarado Romero,Washed / Wet,7.67,7.75,7.5,7.83,7.58,7.58,10.0,10.0,10.0,7.58,83.5,0.1,2.0,Bluish-Green,0,5,"March 16th, 2017",Asociacion Nacional Del Café,ft,1219.2,1219.2,1219.2,4000
356,Arabica,Caturra,Colombia,,3-37-0634,racafe & cia s.c.a,huila,La Plata,180,70 kg,2015,"November 19th, 2015",Racafe & Cia S.C.A,Washed / Wet,7.58,7.58,7.58,7.58,7.75,7.67,10.0,10.0,10.0,7.75,83.5,0.12,0.0,Green,0,4,"November 18th, 2016",Almacafé,m,1600.0,1950.0,1775.0,de 1600 a 1950 msnm
357,Arabica,Ruiru 11,"Tanzania, United Republic Of",arusha,CA007,tawoca,nkure- meru,Mr & Mrs Damari Absalome,5,60 kg,2015,"November 16th, 2015",Damari Absalome,Washed / Wet,7.75,7.67,7.58,7.67,7.67,7.58,10.0,10.0,10.0,7.58,83.5,0.13,0.0,Green,0,21,"November 15th, 2016",Africa Fine Coffee Association,m,1400.0,1400.0,1400.0,1400m
358,Arabica,Sumatra,Indonesia,olam,To be advice,pt. olam indonesia,bener meriah,Yusrin,200,30 kg,2015,"September 14th, 2015",Aulia Arif Syahri,Semi-washed / Semi-pulped,7.25,7.67,7.58,7.92,7.83,7.58,10.0,10.0,10.0,7.67,83.5,0.13,0.0,Bluish-Green,0,8,"September 13th, 2016",Specialty Coffee Association,m,1500.0,1500.0,1500.0,1500
359,Arabica,Other_2,Ethiopia,,2014/15,debesa agro industry plc,oromia,Debesa,320,60 kg,2014,"March 31st, 2015",Debesa Agro Industry Plc,Natural / Dry,7.67,7.75,7.5,7.58,7.75,7.67,10.0,10.0,10.0,7.58,83.5,0.1,0.0,,1,18,"March 30th, 2016",METAD Agricultural Development plc,m,1600.0,1600.0,1600.0,1600 on average
360,Arabica,Other_2,Colombia,,01-1437,federacion nacional de cafeteros,huila,,275,2 kg,2014,"March 12th, 2015",Federacion Nacional de Cafeteros,Washed / Wet,7.67,7.42,7.67,7.83,7.58,7.67,10.0,10.0,10.0,7.67,83.5,0.0,0.0,,1,0,"March 11th, 2016",Almacafé,m,1095.0,1200.0,1100.0,
361,Arabica,Caturra,Colombia,bonanza - armenia,3-68-0068,exportadora de cafe condor s.a,huila,,275,70 kg,2014,"January 22nd, 2015",Exportadora de Cafe Condor S.A,Washed / Wet,8.0,7.58,7.25,7.58,7.92,7.58,10.0,10.0,10.0,7.58,83.5,0.11,0.0,Green,0,0,"January 22nd, 2016",Almacafé,m,1850.0,1850.0,1850.0,1850 msnm
362,Arabica,Caturra,Guatemala,ixchel,11-023-0025,the coffee source inc.,atitlan,UNEX,250,1 kg,2013,"December 18th, 2014",The Coffee Source Inc.,Washed / Wet,7.58,7.75,7.5,7.83,7.42,7.67,10.0,10.0,10.0,7.75,83.5,0.1,0.0,Green,0,0,"December 18th, 2015",Specialty Coffee Association of Costa Rica,m,1400.0,1400.0,1400.0,1400 mts
363,Arabica,Caturra,Colombia,trilladora boananza,3-79-2009,ecom cca sa,cundinamarca,,250,70 kg,2014,"August 11th, 2014",Compañia Colombiana Agroindustrial S.A,Washed / Wet,7.75,7.58,7.33,7.5,7.83,7.83,10.0,10.0,10.0,7.67,83.5,0.0,0.0,,2,0,"August 11th, 2015",Almacafé,m,1650.0,1650.0,1650.0,1650
364,Arabica,Caturra,Honduras,cigrah sps,13-111-240,cigrah,comayagua,Reynerio Zepeda,275,1 kg,2014/2015,"April 8th, 2014",,Natural / Dry,7.67,7.5,7.67,7.5,7.67,7.67,10.0,10.0,10.0,7.83,83.5,0.1,0.0,Green,0,3,"April 8th, 2015",Instituto Hondureño del Café,m,1350.0,1350.0,1350.0,1350
365,Arabica,Caturra,Colombia,trilladora boananza,3-68-0161,exportadora de cafe condor s.a,huila,,250,70 kg,2013,"April 26th, 2013",Exportadora de Cafe Condor S.A,Washed / Wet,7.58,7.75,7.42,7.67,7.75,7.67,10.0,10.0,10.0,7.67,83.5,0.0,0.0,Green,1,1,"April 26th, 2014",Almacafé,m,1750.0,1750.0,1750.0,1750 msnm
366,Arabica,Caturra,Colombia,trilladora boananza,3-68-0183,exportadora de cafe condor s.a,huila,,250,70 kg,2013,"May 24th, 2013",Exportadora de Cafe Condor S.A,Washed / Wet,7.58,7.67,7.58,7.75,7.58,7.75,10.0,10.0,10.0,7.58,83.5,0.11,,Green,0,2,"May 24th, 2014",Almacafé,m,1750.0,1750.0,1750.0,1750 msnm
367,Arabica,Bourbon,Mexico,finca los barreales,0,finca los barreales,xalapa,MANUEL HERRERA JUAREZ,10,1 kg,2012,"August 31st, 2012",MANUEL HERRERA JUAREZ,Natural / Dry,7.83,7.58,7.25,7.5,7.5,7.42,10.0,10.0,10.0,8.42,83.5,0.13,0.0,Green,0,14,"August 31st, 2013",AMECAFE,m,1170.0,1170.0,1170.0,1170
368,Arabica,Typica,Mexico,"comunidad de sacún palma, municipio de chilón, chiapas",01-04,estrategias constructivas corzu s.a. de c.v.,chilón,ARMANDO GUTIERREZ GUZMAN,10,1 kg,2012,"August 30th, 2012",MIGUEL CORTES MORENO,Semi-washed / Semi-pulped,7.67,7.75,7.67,7.75,7.58,7.5,10.0,10.0,10.0,7.58,83.5,0.11,0.0,Green,0,12,"August 30th, 2013",AMECAFE,m,940.0,940.0,940.0,940
369,Arabica,Pacamara,Mexico,dos puentes de finca kassandra,2484,,totutla,GABRIEL BERNARD RIVAS ROSS,15,1 kg,2012,"July 11th, 2012",GABRIEL BERNARDO RIVAS ROSS,Washed / Wet,7.75,7.67,7.67,7.75,7.33,7.5,10.0,10.0,10.0,7.83,83.5,0.12,0.0,Green,0,0,"July 11th, 2013",AMECAFE,m,1400.0,1400.0,1400.0,1400
370,Arabica,Caturra,Guatemala,"palinsa, beneficiado seco / santo tomas pachuj, beneficiado humedo",11/752/02,kanematsu corporation / rnp santo tomas pachuj,atitlan,RNP SANTO TOMAS PACHUJ / KANEMATSU CORPORATION,275,69 kg,2012,"April 30th, 2012",Juan Luis Alvarado Romero,Washed / Wet,7.83,7.5,7.5,8.0,7.67,7.5,10.0,10.0,10.0,7.5,83.5,0.1,0.0,Green,0,5,"April 30th, 2013",Asociacion Nacional Del Café,ft,1524.0,1524.0,1524.0,5000
371,Arabica,Caturra,Colombia,,3-37-0666,c.i.racafe & cia s.c.a,huila,La Plata,175,70 kg,2012,"February 9th, 2012",Racafe & Cia S.C.A,Washed / Wet,7.67,7.58,7.58,7.67,7.67,7.67,10.0,10.0,10.0,7.67,83.5,0.11,0.0,Green,0,0,"February 8th, 2013",Almacafé,m,1600.0,1950.0,1775.0,de 1600 a 1950 msnm
372,Arabica,Bourbon,Guatemala,beneficio ixchel,11/23/0237,coffee resources inc.,oriente,ConquistaMorito,250,2 kg,2012,"February 1st, 2012",Felipe Isaza,Washed / Wet,7.5,7.5,7.75,7.5,8.0,7.67,10.0,10.0,10.0,7.58,83.5,0.0,0.0,Green,3,12,"January 31st, 2013",Specialty Coffee Association,ft,1402.08,1402.08,1402.08,4600 ft.
373,Arabica,Other_2,United States (Hawaii),,HDOA #210308,,,,14,100 lbs,,"March 8th, 2011",Kona Pacific Farmers Cooperative,,7.5,7.67,7.58,7.92,7.58,7.67,10.0,10.0,10.0,7.58,83.5,0.01,0.0,,0,0,"March 7th, 2012",Specialty Coffee Association,ft,1095.0,1200.0,1100.0,
374,Arabica,Other_2,Indonesia,pt. perkebunan nusantara xii,015-282,,bondowoso,PT. PERKEBUNAN NUSANTARA XII,10,60 kg,23 July 2010,"November 29th, 2010",Specialty Coffee Association of Indonesia,,7.83,7.58,7.58,7.58,7.75,7.58,10.0,10.0,10.0,7.58,83.5,0.0,0.0,,0,0,"November 29th, 2011",Specialty Coffee Association of Indonesia,m,1600.0,1600.0,1600.0,1600
375,Arabica,Caturra,Colombia,neiva,3-59-0504,carcafe ltda,huila,FRANKLIN DUSSAN / HIPOLITO TORRES,300,29 kg,2017 / 2018,"November 9th, 2017",CARCAFE LTDA CI,Washed / Wet,7.5,7.58,7.58,7.5,7.75,7.83,10.0,10.0,10.0,7.67,83.42,0.0,2.0,Green,0,1,"November 9th, 2018",Almacafé,m,439.0,439.0,439.0,439
376,Arabica,Bourbon,Guatemala,beneficio ixchel,11/23/0696,"unex guatemala, s.a.",san marcos,JORGE LEAL,50,69 kg,2017,"August 23rd, 2017",Juan Luis Alvarado Romero,Washed / Wet,7.67,7.75,7.5,7.58,7.58,7.67,10.0,10.0,10.0,7.67,83.42,0.1,0.0,Green,0,3,"August 23rd, 2018",Asociacion Nacional Del Café,m,1700.0,1700.0,1700.0,1700
377,Arabica,Caturra,Colombia,cartago,3-59-2318,carcafe ltda,huila,FRANKLIN DUSSAN / HIPOLOTO TORRES,600,29 kg,2016,"May 10th, 2017",CARCAFE LTDA CI,Washed / Wet,7.67,7.67,7.5,7.67,7.67,7.58,10.0,10.0,10.0,7.67,83.42,0.11,0.0,Green,0,2,"May 10th, 2018",Almacafé,m,442.0,442.0,442.0,442
378,Arabica,Caturra,Costa Rica,beneficio montañas del diamante,5-025-0032,"ceca,s.a.",tarrazu,Martin Gutierrez,275,69 kg,2016,"February 17th, 2017","CECA, S.A.",Washed / Wet,7.58,7.5,7.42,7.92,7.5,7.67,10.0,10.0,10.0,7.83,83.42,0.09,0.0,Blue-Green,0,4,"February 17th, 2018",Specialty Coffee Association of Costa Rica,m,1850.0,1850.0,1850.0,1850
379,Arabica,Other_2,Taiwan,南投縣埔里鎮蜈蚣里,,宸嶧國際,,黃素貞0939227229,1,10 kg,2015,"February 13th, 2017",CQI Taiwan ICP CQI台灣合作夥伴,,7.67,7.67,7.0,7.08,7.0,7.0,10.0,10.0,10.0,10.0,83.42,0.11,0.0,Blue-Green,0,0,"February 13th, 2018",Blossom Valley International,m,1095.0,1200.0,1100.0,
380,Arabica,SL14,Uganda,bcu,7697,bugisu cooperative union,eastern,Bulago & Buginyanya,20,1218 kg,2015,"July 21st, 2016",Bugisu Cooperative Union,Washed / Wet,7.58,7.75,7.33,7.75,7.67,7.58,10.0,10.0,10.0,7.75,83.42,0.11,0.0,Green,0,1,"July 21st, 2017",Uganda Coffee Development Authority,m,1800.0,1800.0,1800.0,1800
381,Arabica,Catimor,Thailand,matsuzawa coffee,,matsuzawa coffee,thailand,Matsuzawa Coffee,500,25 kg,2015,"June 27th, 2016",松澤宏樹 Koju Matsuzawa,Washed / Wet,7.5,7.58,7.75,7.5,7.75,7.67,10.0,10.0,10.0,7.67,83.42,0.13,0.0,Bluish-Green,0,0,"June 27th, 2017",Specialty Coffee Institute of Asia,m,1200.0,1200.0,1200.0,1200
382,Arabica,Bourbon,El Salvador,el borbollon,9-391-73,consejo salvadoreño del café,apaneca,"Ibero El Salvador, S.A. de C.V.",275,69 kg,2016,"April 25th, 2016",Consejo Salvadoreño del Café,Washed / Wet,7.58,7.5,7.75,7.58,7.75,7.67,10.0,10.0,10.0,7.58,83.42,0.11,0.0,,0,0,"April 25th, 2017",Salvadoran Coffee Council,m,1330.0,1330.0,1330.0,1330
383,Arabica,Caturra,Colombia,neiva,3-59-2236,carcafe ltda,huila,FRANKLIN DUSSAN/ANDRES RODRIGUEZ/HIPOLITO TORRES,275,70 kg,2015,"April 29th, 2015",CARCAFE LTDA CI,Natural / Dry,7.58,7.67,7.58,7.67,7.58,7.67,10.0,10.0,10.0,7.67,83.42,0.12,0.0,Green,4,0,"April 28th, 2016",Almacafé,m,442.0,442.0,442.0,442 msnm
384,Arabica,Yellow Bourbon,Brazil,,002/4542/0886,bourbon specialty coffees,vale da grama,GABRIEL CARVALHO DIAS,300,60 kg,2014,"January 15th, 2015",BOURBON SPECIALTY COFFEES,Semi-washed / Semi-pulped,7.33,7.83,7.75,7.5,7.42,7.83,10.0,10.0,10.0,7.75,83.42,0.12,0.0,Green,0,6,"January 15th, 2016",Brazil Specialty Coffee Association,m,1095.0,1200.0,1100.0,
385,Arabica,Bourbon,"Tanzania, United Republic Of",ngila estate ltd,C50,ngila estate ltd,karatu northern,Ngila Estate Ltd,39,60 kg,2014,"December 12th, 2014",Ngila Estate Ltd,Washed / Wet,7.75,7.67,7.58,7.67,7.58,7.58,10.0,10.0,10.0,7.58,83.42,0.13,0.0,Green,0,4,"December 12th, 2015",Africa Fine Coffee Association,m,1600.0,1600.0,1600.0,1600
386,Arabica,Caturra,Colombia,trilladora boananza,15-3-79-0002,ecom cca sa,huila,,250,70 kg,2014/2015,"October 15th, 2014",Compañia Colombiana Agroindustrial S.A,Washed / Wet,7.58,7.58,7.25,7.75,7.75,8.58,9.33,10.0,10.0,7.58,83.42,0.12,0.0,Green,0,1,"October 15th, 2015",Almacafé,m,1813.0,1813.0,1813.0,1813
387,Arabica,Bourbon,Guatemala,beneficio ixchel,11/23/0562,"unex guatemala, s.a.",oriente,AMILCAR LAPOLA,250,69 kg,2013,"August 21st, 2014",Juan Luis Alvarado Romero,Natural / Dry,7.75,7.83,7.33,7.83,7.5,7.67,10.0,10.0,10.0,7.5,83.42,0.1,0.0,Green,0,1,"August 21st, 2015",Asociacion Nacional Del Café,ft,1219.2,1219.2,1219.2,4000 psnm
388,Arabica,Caturra,Guatemala,beneficio siembras vision (154),11/11711/6,"siembras vision, s.a.",antigua,"SIEMBRAS VISIÓN, S.A.",250,69 kg,2014,"February 18th, 2014",Juan Luis Alvarado Romero,Washed / Wet,7.67,7.75,7.5,7.83,7.58,7.5,10.0,10.0,10.0,7.58,83.42,0.1,0.0,Green,0,2,"February 18th, 2015",Asociacion Nacional Del Café,m,1500.0,1500.0,1500.0,1500 msnm
389,Arabica,Bourbon,Guatemala,beneficio ixchel,11/23/1040,"unex guatemala, s.a.",oriente,ROBERTO MONTERROSO,250,69 kg,2013,"July 16th, 2013",Juan Luis Alvarado Romero,Washed / Wet,7.67,7.5,7.75,7.42,7.75,7.75,10.0,10.0,10.0,7.58,83.42,0.11,0.0,Green,0,0,"July 16th, 2014",Asociacion Nacional Del Café,ft,1310.64,1310.64,1310.64,4300
390,Arabica,Hawaiian Kona,United States (Hawaii),,2233803 KONA NO. 1,kona pacific farmers cooperative,kona,,13,100 lbs,2012,"January 24th, 2013",Kona Pacific Farmers Cooperative,Natural / Dry,7.42,7.75,7.67,7.58,7.67,7.67,10.0,10.0,10.0,7.67,83.42,0.0,0.0,Green,0,2,"January 24th, 2014",Specialty Coffee Association,ft,1095.0,1200.0,1100.0,
391,Arabica,Caturra,Colombia,trilladora boananza,3-68-0147,exportadora de cafe condor s.a,cundinamarca,Exportadora de cafe condor,250,70 kg,2012,"June 26th, 2012",Exportadora de Cafe Condor S.A,Washed / Wet,7.5,7.75,7.58,7.5,7.67,7.75,10.0,10.0,10.0,7.67,83.42,0.11,0.0,Green,0,2,"June 26th, 2013",Almacafé,m,1450.0,1450.0,1450.0,1450 msnm
392,Arabica,Other_2,Colombia,,03-01-0424,,huila,,250,70 kg,,"February 1st, 2011",Federación Nacional de Cafeteros,,7.58,7.58,7.58,7.67,7.75,7.67,10.0,10.0,10.0,7.58,83.42,0.1,0.0,,1,3,"February 1st, 2012",Almacafé,m,1095.0,1200.0,1100.0,
393,Arabica,Other_2,United States (Hawaii),,HDOA 210127 Kona Extra Fancy,,kona,Kona Pacific Farmers Co-Op,12,60 kg,2010,"December 27th, 2010",Kona Pacific Farmers Cooperative,,7.5,7.92,7.42,7.67,7.83,7.58,10.0,10.0,10.0,7.5,83.42,0.01,0.0,,0,0,"December 27th, 2011",Specialty Coffee Association,ft,1095.0,1200.0,1100.0,
394,Arabica,Peaberry,Thailand,,,,,Doi Tung Development Project,4,1 lbs,,"April 13th, 2010",Doi Tung Development Project,,7.58,7.25,7.5,7.92,7.92,7.42,10.0,10.0,10.0,7.83,83.42,0.11,0.0,,0,0,"April 13th, 2011",Specialty Coffee Association,m,1095.0,1200.0,1100.0,
395,Arabica,Other_2,Mexico,,016-2729-001-A-LAB-SS2,,nayarit,"Productores de Cafe de El Cuarenteno, S. de P.R. de R.L",6,6,January Through April,"May 26th, 2010",Grounds for Health Admin,,7.25,7.88,7.38,7.63,7.5,8.75,9.0,10.0,10.0,8.0,83.38,0.09,0.0,,2,4,"May 26th, 2011",Specialty Coffee Association,m,900.0,1200.0,1050.0,900-1200mtr
396,Arabica,Caturra,Colombia,bonanza - armenia,68-0054,exportadora de cafe condor s.a,huila,various,275,70 kg,2016,"November 8th, 2016",Exportadora de Cafe Condor S.A,Washed / Wet,7.75,7.5,7.75,7.58,7.58,7.58,10.0,10.0,10.0,7.58,83.33,0.0,1.0,,0,0,"November 8th, 2017",Almacafé,m,1650.0,1650.0,1650.0,1650
397,Arabica,Caturra,Colombia,bachue,3-37-3729,racafe & cia s.c.a,guayata,,130,70 kg,2016,"June 15th, 2016",Racafe & Cia S.C.A,Washed / Wet,7.67,7.58,7.58,7.42,7.67,7.75,10.0,10.0,10.0,7.67,83.33,0.0,0.0,Blue-Green,0,0,"June 15th, 2017",Almacafé,m,1095.0,1200.0,1100.0,
398,Arabica,Caturra,Colombia,bachue,3-37-2623,racafe & cia s.c.a,huila,La Plata,275,70 kg,2016,"May 5th, 2016",Racafe & Cia S.C.A,Washed / Wet,7.83,7.58,7.58,7.58,7.5,7.58,10.0,10.0,10.0,7.67,83.33,0.0,0.0,Green,1,2,"May 5th, 2017",Almacafé,m,1095.0,1200.0,1100.0,
399,Arabica,Catuai,Brazil,ipanema coffees,002/1660/0106,ipanema coffees,south of minas,Ipanema Agrícola SA,10,2 kg,2015/2016,"October 12th, 2015",Ipanema Coffees,Semi-washed / Semi-pulped,7.5,7.83,7.33,7.58,7.58,7.92,10.0,10.0,10.0,7.58,83.33,0.1,0.0,Green,1,5,"October 11th, 2016",Specialty Coffee Association,m,1227.0,1227.0,1227.0,1227
400,Arabica,Caturra,Mexico,ecc,1620280402,exportadora café california,chiapas,ECC,275,1 kg,2014,"July 14th, 2015",ANDREAS KUSSMAUL,Washed / Wet,7.75,7.75,7.5,7.67,7.5,7.58,10.0,10.0,10.0,7.58,83.33,0.12,0.0,Green,0,2,"July 13th, 2016",Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.,m,1200.0,1200.0,1200.0,1200
401,Arabica,Caturra,Colombia,trilladora agricola,3-68-0103,exportadora de cafe condor s.a,santander,varios,275,70 kg,2015,"April 8th, 2015",Exportadora de Cafe Condor S.A,Washed / Wet,7.67,7.75,7.42,7.83,7.83,7.42,10.0,10.0,10.0,7.42,83.33,0.11,0.0,Green,0,1,"April 7th, 2016",Almacafé,m,1650.0,1650.0,1650.0,1650 msnm
402,Arabica,Other,"Tanzania, United Republic Of",mondul coffee estate,C27,mondul coffee estate,arusha,Mondul Coffee Estate,10,60 kg,2014,"December 12th, 2014",AFCA,Semi-washed / Semi-pulped,7.75,7.58,7.67,7.58,7.58,7.58,10.0,10.0,10.0,7.58,83.33,0.12,0.0,Green,0,6,"December 12th, 2015",Africa Fine Coffee Association,m,1700.0,1700.0,1700.0,1700
403,Arabica,Other,Mexico,"el pino, cosautlan de carvajal",0,"café andrade, s.a. de c.v.",veracruz,JOSÉ LUIS ANDRADE SANDARA,200,1 kg,2013,"July 15th, 2014",J.ANDRADE,Washed / Wet,7.67,7.67,7.58,7.67,7.5,7.58,10.0,10.0,10.0,7.67,83.33,0.12,0.0,Green,0,0,"July 15th, 2015",AMECAFE,m,1100.0,1100.0,1100.0,1100
404,Arabica,Caturra,Costa Rica,cafe altura de san ramon,5-562-0013,the coffee source inc.,san ramon,SEVERAL,250,3 lbs,2014,"April 7th, 2014",The Coffee Source Inc.,Washed / Wet,7.67,7.67,7.42,7.67,7.67,7.67,10.0,10.0,10.0,7.58,83.33,0.12,0.0,Green,0,3,"April 7th, 2015",Specialty Coffee Association,m,1300.0,1300.0,1300.0,1300 msnm
405,Arabica,Hawaiian Kona,United States (Hawaii),,KP012314,kona pacific farmers cooperative,kona,,12,100 lbs,2014,"February 25th, 2014",Eileen Koyanagi,Natural / Dry,7.83,7.58,7.83,7.67,7.92,8.0,9.33,10.0,9.33,7.83,83.33,0.11,0.0,Bluish-Green,0,1,"February 25th, 2015",Specialty Coffee Association,ft,1095.0,1200.0,1100.0,
406,Arabica,Catuai,Costa Rica,several - coricafe dry mill,5-0048-0023,coricafe s.a.,central valley,CORICAFE BLEND,250,1 kg,2013,"February 14th, 2014",Eric Thormaehlen,Washed / Wet,7.5,7.67,7.67,7.5,7.83,7.17,10.0,10.0,10.0,8.0,83.33,0.11,0.0,Green,0,3,"February 14th, 2015",Specialty Coffee Association of Costa Rica,m,1100.0,1300.0,1200.0,1100-1300
407,Arabica,Other_2,Peru,,030-0695-1742,sustainable harvest,,,280,5 lbs,2013,"January 21st, 2014",Dane Loraas,Washed / Wet,7.83,7.75,7.58,7.83,7.92,7.58,9.33,10.0,10.0,7.5,83.33,0.12,0.0,Green,0,5,"January 21st, 2015",Specialty Coffee Association,m,1095.0,1200.0,1100.0,
408,Arabica,Typica,Haiti,,,itiah coffee llc.,"thiotte, haiti",COOPCAB,2,4 lbs,2012,"October 3rd, 2013",ITIAH COFFEE LLC,Washed / Wet,7.58,7.5,7.67,7.5,7.83,7.42,10.0,10.0,10.0,7.83,83.33,0.11,0.0,Green,0,4,"October 3rd, 2014",Specialty Coffee Association,ft,1280.16,1280.16,1280.16,4200 feet
409,Arabica,Caturra,Colombia,neiva,3-59-1326,carcafe ltda,pitalito,ORLANDO ORTIZ / HIPOLITO TORRES,250,70 kg,2013,"April 26th, 2013",CARCAFE LTDA CI,Natural / Dry,7.67,7.67,7.5,7.67,7.92,7.42,10.0,10.0,10.0,7.5,83.33,0.11,0.0,Green,0,1,"April 26th, 2014",Almacafé,m,1000.0,1000.0,1000.0,1000 msnm
410,Arabica,Bourbon,Guatemala,beneficio ixchel,11/23/0419,"unex guatemala, s.a.",oriente,LUIS RODRIGUEZ,250,69 kg,2013,"February 26th, 2013",Juan Luis Alvarado Romero,Washed / Wet,7.83,7.67,7.17,7.67,7.67,7.67,10.0,10.0,10.0,7.67,83.33,0.11,0.0,Green,0,3,"February 26th, 2014",Asociacion Nacional Del Café,ft,1310.64,1310.64,1310.64,4300
411,Arabica,Hawaiian Kona,United States (Hawaii),,2234503 KONA PRIME,kona pacific farmers cooperative,kona,,7,100 lbs,2012,"January 24th, 2013",Kona Pacific Farmers Cooperative,Natural / Dry,7.92,7.5,7.58,7.83,7.67,7.67,9.33,10.0,10.0,7.83,83.33,0.1,0.0,Bluish-Green,0,4,"January 24th, 2014",Specialty Coffee Association,ft,1095.0,1200.0,1100.0,
412,Arabica,Bourbon,Burundi,kiriyama washing station,,the specialty coffee appraisers institute of asia,kayanza,,220,60 kg,2012,"August 29th, 2012",Steven Kil,Washed / Wet,7.75,7.67,7.33,7.5,7.5,7.75,10.0,10.0,10.0,7.83,83.33,0.0,0.0,,0,5,"August 29th, 2013",Specialty Coffee Association,m,1880.0,1880.0,1880.0,1880
413,Arabica,Caturra,Colombia,trilladora boananza,3-68-0133,exportadora de cafe condor s.a,huila,condor,250,70 kg,2012,"May 30th, 2012",Exportadora de Cafe Condor S.A,Washed / Wet,7.5,7.67,7.67,7.58,7.67,7.58,10.0,10.0,10.0,7.67,83.33,0.0,0.0,Green,0,1,"May 30th, 2013",Almacafé,m,1750.0,1750.0,1750.0,1750 msnm
414,Arabica,Other_2,United States (Hawaii),,,,kona,,27,100 lbs,,"September 20th, 2011",Kona Pacific Farmers Cooperative,,8.08,7.83,7.83,7.75,7.67,7.58,9.33,10.0,9.33,7.92,83.33,0.01,0.0,,0,0,"September 19th, 2012",Specialty Coffee Association,ft,1095.0,1200.0,1100.0,
